Section,Project,Provenance,Statement,Detail,Source
Hospitality/Tourism,Tropicana Land resort,RECORD,Waiver of development standards for modified driveway geometrics.,Clark County | approved,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:37306b9c-ced5-4918-bd11-52fed3983e98/original/as/Paradise-Minutes-031026.pdf#item-ws-26-0113
Hospitality/Tourism,Tropicana Land resort,,Records show 2 filings between 2026-03-10 and 2026-07-21.,Clark County | approved,
Hospitality/Tourism,Tropicana Land resort,RECORD,"Party: Tropicana Land, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=110693
Hospitality/Tourism,Tropicana Land resort,RECORD,Party: Holland & Hart LLP,"representative; contact named in the filing | 5470 Kietzke Lane #100, Reno, NV 89511 | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=110693
Hospitality/Tourism,Tropicana Land resort,RECORD,Party: Kaempfer Crowell,"representative | 1980 Festival Plaza Drive #650, Las Vegas, NV 89135 | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=108573
Hospitality/Tourism,Tropicana Land resort,RECORD,2026-03-10. Waiver of development standards for modified driveway geometrics and Design review for a resort hotel,WS-26-0113 | 26.11 acre | 35.11 acres,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:37306b9c-ced5-4918-bd11-52fed3983e98/original/as/Paradise-Minutes-031026.pdf#item-ws-26-0113
Hospitality/Tourism,Tropicana Land resort,RECORD,2026-07-21. Holdover waiver of development standards for modified driveway geometrics and Design review for a resort hotel,WS-26-0113 | 26.11 acre | 35.11 acres | Contact: Holland & Hart LLP. No phone or email in the record.,https://clark.legistar.com/gateway.aspx?M=l&ID=110434
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,RECORD,Use permit first application for review for a recreational or entertainment facility.,Clark County | approved,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:35f66646-63c2-45e2-8052-2833536974fb/original/as/Winchester-Agenda-071426.pdf#item-ar-26-400041+uc-25-0544
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,,Records show 3 filings on the use permit between 2026-05-26 and 2026-07-14.,Clark County | approved,
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,RECORD,"Party: World Buddhism Association Headquarters & MGM-Grand Bally's, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:35f66646-63c2-45e2-8052-2833536974fb/original/as/Winchester-Agenda-071426.pdf#item-ar-26-400041+uc-25-0544
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,RECORD,Party: World Buddhism Assocation Headquarters,"applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=110114
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,RECORD,Party: Kaempfer Crowell,"representative; contact named in the filing | 1980 Festival Plaza Drive #650, Las Vegas, NV 89135 | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=110114
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,RECORD,Party: Beatrix Martinez,"contact named in the filing | beatriz.martinez@clarkcountynv.gov, (702)-455-0560",https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:ecabf11d-3e5d-4d15-8278-cbe5e7d1ab5d/original/as/Winchester-Agenda-052626.pdf#item-ar-26-400041+uc-25-0544
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,RECORD,2026-05-26. Use Permit and Design Review for a recreational or entertainment facility,"UC-25-0544 | Contact: Beatrix Martinez. beatriz.martinez@clarkcountynv.gov, (702)-455-0560.",https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:ecabf11d-3e5d-4d15-8278-cbe5e7d1ab5d/original/as/Winchester-Agenda-052626.pdf#item-ar-26-400041+uc-25-0544
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,RECORD,2026-06-30. Use permit first application for review for a recreational or entertainment facility. Design review,UC-25-0544,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:0c4da6a1-fd10-4fee-9235-7210f9538582/original/as/Winchester-Agenda-063026.pdf#item-ar-26-400041+uc-25-0544
Hospitality/Tourism,World Buddhism Association Headquarters & MGM-Grand Bally's,RECORD,2026-07-14. Use Permit and Design Review for a recreational or entertainment facility,UC-25-0544,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:35f66646-63c2-45e2-8052-2833536974fb/original/as/Winchester-Agenda-071426.pdf#item-ar-26-400041+uc-25-0544
Hospitality/Tourism,Mirage Propco casino,RECORD,Design review for a proposed theater expansion in conjunction with a previously approved resort hotel (Hard Rock Hotel & Casino) on a portion of 76.93 acres in a CR (Commercial Res...,Clark County | approved,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:f2230185-e6cc-40df-935a-216f5e9bc986/original/as/Paradise-Minutes-063026.pdf#item-dr-26-0313
Hospitality/Tourism,Mirage Propco casino,,"Records show 1 filing, dated 2026-07-21.",Clark County | approved,
Hospitality/Tourism,Mirage Propco casino,RECORD,"Party: Mirage Propco, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/Legislation.aspx#matter-110419
Hospitality/Tourism,Mirage Propco casino,RECORD,Party: Kaempfer Crowell,"representative | Jennifer Lazovich | 1980 Festival Plaza Drive #650, Las Vegas, NV 89135 | No phone or email in the record.",https://clark.legistar.com/Legislation.aspx#matter-110419
Hospitality/Tourism,Mirage Propco casino,RECORD,Party: Jennifer Lazovich,"contact named in the filing | Kaempfer Crowell | 1980 Festival Plaza Drive #650, Las Vegas, NV 89135 | No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=110419
Hospitality/Tourism,Mirage Propco casino,RECORD,2026-07-21. Design review for a proposed theater expansion in conjunction with a previously approved resort hotel (Hard Rock Hotel & Casino),"DR-26-0313 | 76.93 acres | Contact: Jennifer Lazovich, Kaempfer Crowell. No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=110419
Hospitality/Tourism,"Concord Prime, LLC & Vegasstarr",RECORD,Waiver of development standards first application for review for increased wall sign area.,Clark County | approved,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:cda70dd0-fdc4-4328-839c-3396c7509ed7/original/as/Winchester-Agenda-011326.pdf#item-ar-25-400120+ws-19-0618
Hospitality/Tourism,"Concord Prime, LLC & Vegasstarr",,Records show 2 filings between 2025-11-25 and 2026-01-13.,Clark County | approved,
Hospitality/Tourism,"Concord Prime, LLC & Vegasstarr",RECORD,Party: Concord Prime,"applicant | LLC & Vegasstarr, LLC | No phone or email in the record.",https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:cda70dd0-fdc4-4328-839c-3396c7509ed7/original/as/Winchester-Agenda-011326.pdf#item-ar-25-400120+ws-19-0618
Hospitality/Tourism,"Concord Prime, LLC & Vegasstarr",RECORD,Party: Elite Media.,"applicant; representative | Inc, C/o Rod Carter | 2505 Anthem Village Drive, Suite E448, Henderson, NV 89074 | No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=108408
Hospitality/Tourism,"Concord Prime, LLC & Vegasstarr",RECORD,2025-11-25. Waiver of Development Standards and Design Review for increased wall sign area,WS-19-0618,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:0f757433-2a85-4f41-bea5-345c86b8fd60/original/as/Winchester-Agenda-112525.pdf#item-ar-25-400120+ws-19-0618
Hospitality/Tourism,"Concord Prime, LLC & Vegasstarr",RECORD,2026-01-13. Waiver of development standards for increased wall sign area and Design review for wall signage,WS-19-0618,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:cda70dd0-fdc4-4328-839c-3396c7509ed7/original/as/Winchester-Agenda-011326.pdf#item-ar-25-400120+ws-19-0618
Hospitality/Tourism,Flamingo LV Operating resort,,Records show 3 filings between 2026-03-31 and 2026-04-14.,Clark County | filed,
Hospitality/Tourism,Flamingo LV Operating resort,RECORD,"Party: Flamingo LV Operating Co., LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=109449
Hospitality/Tourism,Flamingo LV Operating resort,RECORD,Party: Opry Entertainment Group,"applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=109483
Hospitality/Tourism,Flamingo LV Operating resort,RECORD,Party: Brooke Holmes,"representative | Brownstein Hyatt Farber Schrek | 100 N. City Parkway #1600, Las Vegas, NV 89106 | No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=109449
Hospitality/Tourism,Flamingo LV Operating resort,RECORD,Party: Kaempfer Crowell,"representative | 1980 Festival Plaza Drive #650, Las Vegas, NV 89135 | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=109483
Hospitality/Tourism,Flamingo LV Operating resort,RECORD,2026-03-31. Street name change to name a private drive Vanderpump Lane,,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:73202c0e-5284-4f74-8632-91677a62101c/original/as/Paradise-Minutes-033126.pdf#item-sc-26-0136
Hospitality/Tourism,Flamingo LV Operating resort,RECORD,"2026-03-31. Sign Design Reviews for increase in the number of electronic signs, increase in the area of electronic signs, and proposed wall signs",SDR-26-0122,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:73202c0e-5284-4f74-8632-91677a62101c/original/as/Paradise-Minutes-033126.pdf#item-sdr-26-0122
Hospitality/Tourism,Flamingo LV Operating resort,RECORD,2026-04-14. Street name change to name a private drive Vanderpump Lane,,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:13a91c3e-05d2-48c5-bc38-a8b251f9bf46/original/as/Paradise-Minutes-041426.pdf#item-sc-26-0136
Hospitality/Tourism,515 W. Katella Avenue resort,RECORD,Development application no. 2024-00058 General plan amendment amendment no. 18 To the anaheim resort specific plan no. 92-2 Amendment to chapter 18.116 (Anaheim resort specific plan no. 92-2 (SP 92-2)...,Anaheim | approved,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3570#item-h5ccef0933930
Hospitality/Tourism,515 W. Katella Avenue resort,,"Records show 1 filing, dated 2026-02-23.",Anaheim | approved,
Hospitality/Tourism,515 W. Katella Avenue resort,RECORD,Party: Alice Hsu,"applicant; contact named in the filing | No phone or email in the record, and no other name alongside it.",https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3570#item-h5ccef0933930
Hospitality/Tourism,515 W. Katella Avenue resort,RECORD,Party: Kenneth Pang,"representative | No phone or email in the record, and no other name alongside it.",https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3570#item-h5ccef0933930
Hospitality/Tourism,515 W. Katella Avenue resort,RECORD,"2026-02-23. General Plan Amendment, Amendment No. 18 to the Anaheim Resort Specific Plan No. 92-2, and Administrative Adjustment to increase hotel rooms from 78 to 107 rooms and reduce required parking spaces by 28%",DEVELOPMENT APPLICATION No. 2024-00058 | Contact: Alice Hsu. No phone or email in the record.,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3570#item-h5ccef0933930
Hospitality/Tourism,Metropolitan Park / Willets Point,RECORD,Proposed Project represents the second phase of a three-phased development plan for the Willets Point Special District...,New York City | approved,https://data.cityofnewyork.us/City-Government/CEQR-Projects/gezn-7mgk/explore/query/SELECT%20*%20WHERE%20ceqr%3D'23DME005Q'/page/filter
Hospitality/Tourism,Metropolitan Park / Willets Point,,"Records show 1 press report, dated 2026-06-07.",New York City | approved,
Hospitality/Tourism,Metropolitan Park / Willets Point,RECORD,"Party: New York City Economic Development Corporation, Queens Development Group, LLC, and CFG Stadium Group, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://a856-cityrecord.nyc.gov/RequestDetail/20231129004
Hospitality/Tourism,Metropolitan Park / Willets Point,,"6 further records name the body that brought this matter forward (Deputy Mayor for Housing and Economic Development; Housing Preservation and Development; New York City Department of Housing Preservation and Development (HPD), and 2 others). That is who moved it in government rather than who is behind it, so it is not listed above as a party to approach.",New York City | approved,
Hospitality/Tourism,Metropolitan Park / Willets Point,PRESS,"2026-06-07. As $9B Reshapes NYC's 'Valley Of Ashes,' Developers Remain On The Sidelines",,https://www.bisnow.com/new-york/news/economic-development/9b-reshapes-nycs-valley-of-ashes-willets-point-developers-remain-sidelined-134897
Watch list,,RECORD,OCVibe: Determination that property owner has complied in good faith with the terms and conditions of Amended and Restated Development Agreement No. 2020-00004 for the 2025-2026 review period for the OCVibe Site Master Plan project,2026-07-13 | Anaheim,https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_7f2f654f7555addc70231de198fa22d9.pdf&view=1#item-h9f002fc7dbca
Watch list,,RECORD,Nevada Palace: PA-26-700023: Plan amendment to redesignate the existing land use category from Entertainment Mixed-Use (EM) to Compact Neighborhood (CN),2026-08-04 | Clark County,https://clark.legistar.com/gateway.aspx?M=l&ID=110561
Watch list,,PRESS,Heart Hotel / Kulik River: Las Vegas Topic Kulik River Capital,2026-07-24 | Clark County,https://news3lv.com/topic/Kulik%20River%20Capital
Watch list,,PRESS,Top Gun Las Vegas: Top Gun Vegas Locks South Strip Site at 4815 Las Vegas Boulevard,2026-07-26 | Las Vegas,https://deeparrival.com/news/top-gun-vegas-south-strip-site-july-2026/
Coverage note,,ASSESSMENT,Coverage is limited to all covered markets. Projects outside it exist in our register and are not reported here.,,
Coverage note,,ASSESSMENT,The period is July 2026. Activity outside it is not included even where it concerns the same project.,,
Coverage note,,ASSESSMENT,76 projects in this geography are dormant and excluded from this report: they have had no filing for long enough that we no longer treat them as live. They remain on the register.,,
Coverage note,,ASSESSMENT,"This document is not tied to a client, so no confirmation step applies to it: it covers what the scope resolves to. Nothing is held out awaiting confirmation.",,
Coverage note,,ASSESSMENT,This document describes the 15 most significant projects in scope. 54 further projects in scope are counted but not described.,,
Coverage note,,ASSESSMENT,"4 projects described above have a one-line description on our register that is not printed here. Those lines were written by a model reading the filings rather than quoted from one, so there is no document to cite for them and they are not offered as Philip's assessment either. The filings under each entry are unaffected.",,
Coverage note,,ASSESSMENT,"53 projects in scope are not named in this document because our capture holds no published name for them - only the agenda line the matter was filed under, which is the instrument rather than the project. They are on the register and can be named by hand. By market: Nashville (15), Clark County (12), Broward County (7), no resolved market (4), Oakland (4), Las Vegas (3), New York City (2), Phoenix (2), Anaheim (1), North Carolina (1), Westchester County (1), Yonkers (1).",,
Coverage note,,ASSESSMENT,"2 categories are in scope with no project described, so they have no section above: Infrastructure (5), Smart City/Urban (1). The count in brackets is how many projects in that category are in scope and below the detail cap.",,
Coverage note,,ASSESSMENT,"141 further projects in scope had no filing captured during July 2026, so they are not described in any category section. They remain on the register.",,
Coverage note,,ASSESSMENT,"11 further filings on the projects described are in scope but not printed, because each project shows its most recent filings only.",,
Coverage note,,ASSESSMENT,"16 records counted on the cover are the same filing captured more than once - a bilingual minute, or a document captured page by page - and are shown once above.",,
Coverage note,,ASSESSMENT,"1 project in scope carries no market or region in our capture, most often a tender published against a country rather than a place. It is counted but not grouped under any market, because a project we cannot place must not be printed as though it were a market of its own.",,
Coverage note,,ASSESSMENT,"76 projects in this geography hold no live record and are excluded: every record attached to them has been dismissed on review, so there is nothing to cite.",,
Coverage note,,ASSESSMENT,"Records are captured from published sources. A matter that has not been published, or that is published somewhere we do not yet capture, will not appear.",,
